doi,title,year,journal,decision_Claude,exclusion_label,justification
10.3389/fmars.2025.1585621,"BIOPHYSICAL MODEL OF EELGRASS AND WATER QUALITY IN COOS BAY, OR SHOWS GREATER MITIGATION POTENTIAL FOR OCEAN ACIDIFICATION THAN HYPOXIA",2025,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.ecolind.2023.110571,AT WHAT SCALE SHOULD WE ASSESS THE HEALTH OF PELAGIC HABITATS? TRADE-OFFS BETWEEN SMALL-SCALE MANAGEABLE PRESSURES AND THE NEED FOR REGIONAL UPSCALING,2023,ECOLOGICAL INDICATORS,Include,,Modèle marin + gestion explicite
10.3989/scimar.03575.20A,TANGLED ECOSYSTEM MODELS: THE TEMPTATION OF SIREN SONGS AND SILENCE,2012,SCIENTIA MARINA,Include,,Modèle marin + gestion explicite
10.1002/mcf2.10002,"ASSISTING ECOSYSTEM-BASED FISHERIES MANAGEMENT EFFORTS USING A COMPREHENSIVE SURVEY DATABASE, A LARGE ENVIRONMENTAL DATABASE, AND GENERALIZED ADDITIVE MODELS",2018,MARINE AND COASTAL FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2022.102924,MODELLING THE DISTRIBUTION OF RARE AND DATA-POOR DIADROMOUS FISH AT SEA FOR PROTECTED AREA MANAGEMENT,2023,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.3354/meps11524,COMPARISON OF MORPHOLOGICAL AND DNA METABARCODING ANALYSES OF DIETS IN EXPLOITED MARINE FISHES,2015,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.7717/peerj.9246,INCORPORATING REEF FISH AVOIDANCE BEHAVIOR IMPROVES ACCURACY OF SPECIES DISTRIBUTION MODELS,2020,PEERJ,Exclude,Mono-specific,Étude mono-spécifique espèce non commerciale
10.1016/j.marpolbul.2016.06.056,FACILITATING POLITICAL DECISIONS USING SPECIES DISTRIBUTION MODELS TO ASSESS RESTORATION MEASURES IN HEAVILY MODIFIED ESTUARIES,2016,MARINE POLLUTION BULLETIN,Include,,Modèle marin + gestion explicite
10.5194/tc-17-1023-2023,TEMPORAL STABILITY OF LONG-TERM SATELLITE AND REANALYSIS PRODUCTS TO MONITOR SNOW COVER TRENDS,2023,CRYOSPHERE,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2019.01.023,BUILDING BRIDGES BETWEEN GLOBAL INFORMATION SYSTEMS ON MARINE ORGANISMS AND ECOSYSTEM MODELS,2019,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.7717/peerj.6517,FROM DATA COMPILATION TO MODEL VALIDATION: A COMPREHENSIVE ANALYSIS OF A FULL DEEP-SEA ECOSYSTEM MODEL OF THE CHATHAM RISE,2019,PEERJ,Include,,Modèle marin + gestion explicite
10.1016/j.ecolecon.2014.01.014,FIRM-LEVEL ECOSYSTEM SERVICE VALUATION USING MECHANISTIC BIOGEOCHEMICAL MODELING AND FUNCTIONAL SUBSTITUTABILITY,2014,ECOLOGICAL ECONOMICS,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2018.11.033,MANAGEMENT CHALLENGES ARE OPPORTUNITIES FOR FISHERIES ECOSYSTEM MODELS IN THE GULF OF MEXICO,2019,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2022.106229,PLAYING THE DETECTIVE: USING MULTISPECIES APPROACHES TO ESTIMATE NATURAL MORTALITY RATES,2022,FISHERIES RESEARCH,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3354/meps13505,MODELING 25 YEARS OF FOOD WEB CHANGES IN NARRAGANSETT BAY (USA) AS A TOOL FOR ECOSYSTEM-BASED MANAGEMENT,2020,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1002/ecm.1278,LINKING FISHING PRESSURE WITH ECOSYSTEM THRESHOLDS AND FOOD WEB STABILITY ON CORAL REEFS,2018,ECOLOGICAL MONOGRAPHS,Exclude,Book,Livre exclu
10.1071/MF14059,DISTRIBUTION AND SPATIAL MODELLING OF A SOFT CORAL HABITAT IN THE PORT STEPHENS-GREAT LAKES MARINE PARK: IMPLICATIONS FOR MANAGEMENT,2016,MARINE AND FRESHWATER RESEARCH,Include,,Modèle marin + gestion explicite
10.1093/biolinnean/blab149,CURRENT AND FUTURE POTENTIAL GLOBAL DISTRIBUTION OF THE INVADING SPECIES DROSOPHILA NASUTA (DIPTERA: DROSOPHILIDAE),2022,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,Include,,Modèle marin + gestion explicite
10.3389/fmars.2019.00560,BETTER TOGETHER: THE USES OF ECOLOGICAL AND SOCIO-ECONOMIC INDICATORS WITH END-TO-END MODELS IN MARINE ECOSYSTEM BASED MANAGEMENT,2019,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0114367,"COMBINED USE OF SYSTEMATIC CONSERVATION PLANNING, SPECIES DISTRIBUTION MODELLING, AND CONNECTIVITY ANALYSIS REVEALS SEVERE CONSERVATION GAPS IN A MEGADIVERSE COUNTRY (PERU)",2014,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1016/j.jnc.2017.03.003,ARE KEYSTONE SPECIES EFFECTIVE UMBRELLAS FOR HABITAT CONSERVATION? A SPATIALLY EXPLICIT APPROACH,2017,JOURNAL FOR NATURE CONSERVATION,Include,,Modèle marin + gestion explicite
10.1016/j.ocecoaman.2015.10.003,COMMUNITY STRUCTURE AND TROPHIC INTERACTIONS IN A COASTAL MANAGEMENT AND EXPLOITATION AREA FOR BENTHIC RESOURCES IN CENTRAL CHILE,2016,OCEAN & COASTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.3354/meps10334,THE UTILITY OF RELATIVE ENVIRONMENTAL SUITABILITY (RES) MODELLING FOR PREDICTING DISTRIBUTIONS OF SEABIRDS IN THE NORTH ATLANTIC,2013,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1007/s10661-021-09648-0,SUITABLE HABITAT MODELLING USING GIS FOR ORCHIDS IN THE BLACK SEA REGION (NORTH OF TURKEY),2021,ENVIRONMENTAL MONITORING AND ASSESSMENT,Include,,Modèle marin + gestion explicite
10.3389/fmars.2023.1224267,EXPLORING ENVIRONMENTAL AND BIOLOGICAL DRIVERS OF CETACEAN OCCURRENCE IN THE CROSS-BORDER REGION OF THE MALIN SHELF USING DATA FROM A EUROPEAN FISHERY SURVEY,2023,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3354/meps11572,REAL-TIME SPECIES DISTRIBUTION MODELS FOR CONSERVATION AND MANAGEMENT OF NATURAL RESOURCES IN MARINE ENVIRONMENTS,2016,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsu129,ENVIRONMENTAL REQUIREMENTS FOR THREE SEA PEN SPECIES: RELEVANCE TO DISTRIBUTION AND CONSERVATION,2015,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1088/1755-1315/137/1/012096,A WELFARE STUDY INTO CAPTURE FISHERIES IN CIRATA RESERVOIR: A BIO-ECONOMIC MODEL,2018,ASEAN-FEN INTERNATIONAL FISHERIES SYMPOSIUM - 2017,Include,,Modèle marin + gestion explicite
10.1002/ecs2.1601,"ASSESSING INTERACTING IMPACTS OF ARTISANAL AND RECREATIONAL FISHERIES IN A SMALL MARINE PROTECTED AREA (PORTOFINO, NW MEDITERRANEAN SEA)",2016,ECOSPHERE,Include,,Modèle marin + gestion explicite
10.1016/j.jmarsys.2016.10.012,SIMPLE PARAMETER ESTIMATION FOR COMPLEX MODELS - TESTING EVOLUTIONARY TECHNIQUES ON 3-DIMENSIONAL BIOGEOCHEMICAL OCEAN MODELS,2017,JOURNAL OF MARINE SYSTEMS,Include,,Modèle marin — inclus par règle du doute
10.1016/j.marenvres.2025.107099,INVASIVE LIONFISH SPREAD THROUGH SOUTHWESTERN ATLANTIC MARINE PROTECTED AREAS,2025,MARINE ENVIRONMENTAL RESEARCH,Include,,Modèle marin + gestion explicite
10.1002/2688-8319.70039,"FISHING, OFFSHORE WIND ENERGY, CLIMATE CHANGE AND MARINE SPATIAL PLANNING: IS IT POSSIBLE TO PLAN FOR A BEST USE OF SPACE?",2025,ECOLOGICAL SOLUTIONS AND EVIDENCE,Include,,Modèle marin + gestion explicite
10.5194/bg-22-5349-2025,OPTIMIZATION OF THE WORLD OCEAN MODEL OF BIOGEOCHEMISTRY AND TROPHIC DYNAMICS (WOMBAT) USING SURROGATE MACHINE LEARNING METHODS,2025,BIOGEOSCIENCES,Include,,Modèle marin — inclus par règle du doute
10.1111/rec.13328,FOOD WEB MODELS REVEAL POTENTIAL ECOSYSTEM EFFECTS OF SEAGRASS RECOVERY IN THE NORTHERN WADDEN SEA,2021,RESTORATION ECOLOGY,Include,,Modèle marin + gestion explicite
10.1002/lno.12568,PAN-ARCTIC DISTRIBUTION MODELING REVEALS CLIMATE-CHANGE-DRIVEN POLEWARD SHIFTS OF MAJOR GELATINOUS ZOOPLANKTON SPECIES,2024,LIMNOLOGY AND OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1029/2024GB008153,EFFECTS OF MESOZOOPLANKTON GROWTH AND REPRODUCTION ON PLANKTON AND ORGANIC CARBON DYNAMICS IN A MARINE BIOGEOCHEMICAL MODEL,2024,GLOBAL BIOGEOCHEMICAL CYCLES,Include,,Modèle marin + gestion explicite
10.1016/j.ocecoaman.2021.105594,FISHERIES BENEFITS OF A MARINE PROTECTED AREA WITH ENDOGENOUS FISHING EFFORTS - A BIOECONOMIC ANALYSIS,2021,OCEAN & COASTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1016/j.jnc.2025.127102,MODELING CLIMATE-DRIVEN HABITAT SUITABILITY OF VULNERABLE UNGULATES IN EGYPT'S PROTECTED AREAS,2026,JOURNAL FOR NATURE CONSERVATION,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2012.03.008,DEALING WITH UNCERTAINTY IN ECOSYSTEM MODELS: THE PARADOX OF USE FOR LIVING MARINE RESOURCE MANAGEMENT,2012,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.5194/gmd-18-3661-2025,REDUCING TIME AND COMPUTING COSTS IN EC-EARTH: AN AUTOMATIC LOAD-BALANCING APPROACH FOR COUPLED EARTH SYSTEM MODELS,2025,GEOSCIENTIFIC MODEL DEVELOPMENT,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2021.102659,DISENTANGLING DIVERSE RESPONSES TO CLIMATE CHANGE AMONG GLOBAL MARINE ECOSYSTEM MODELS,2021,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1080/23308249.2021.1884642,A REVIEW OF APPLICATIONS EVALUATING FISHERIES MANAGEMENT SCENARIOS THROUGH MARINE ECOSYSTEM MODELS,2021,REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,Review/synthesis,,Revue de littérature
10.1371/journal.pone.0210552,MAPPING WADER BIODIVERSITY ALONG THE EAST ASIAN-AUSTRALASIAN FLYWAY,2019,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1016/j.rsma.2021.101619,SPATIAL MODELLING OF ACROPORA MURICATA AND PORITES LUTEA DISTRIBUTION USING ENVIRONMENTAL DESCRIPTORS ACROSS LAKSHADWEEP-CHAGOS ARCHIPELAGO,2021,REGIONAL STUDIES IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1111/fwb.12557,THE GENERALITY OF CHANGES IN THE TRAIT COMPOSITION OF FISH AND INVERTEBRATE COMMUNITIES AFTER FLOW RESTORATION IN A LARGE RIVER (FRENCH RHONE),2015,FRESHWATER BIOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.biocon.2025.111154,TWO DECADES OF NO-TAKE ZONES ENHANCE LOBSTER (JASUS EDWARDSII) ABUNDANCE AND SIZE WITHIN MARINE PROTECTED AREAS IN SOUTHEASTERN AUSTRALIA,2025,BIOLOGICAL CONSERVATION,Include,,Modèle marin + gestion explicite
10.1002/2017GL074281,SIMULTANEOUS STABILIZATION OF GLOBAL TEMPERATURE AND PRECIPITATION THROUGH COCKTAIL GEOENGINEERING,2017,GEOPHYSICAL RESEARCH LETTERS,Include,,Modèle marin + gestion explicite
10.3389/fmars.2016.00245,"FOOD-WEB AND ECOSYSTEM STRUCTURE OF THE OPEN-OCEAN AND DEEP-SEA ENVIRONMENTS OF THE AZORES, NE ATLANTIC",2016,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2013.07.019,IMPACT OF PARAMETER CHOICE ON THE DYNAMICS OF NPZD TYPE ECOSYSTEM MODELS,2013,ECOLOGICAL MODELLING,Include,,Modèle marin — inclus par règle du doute
10.1577/C09-059.1,"END-TO-END MODELS FOR THE ANALYSIS OF MARINE ECOSYSTEMS: CHALLENGES, ISSUES, AND NEXT STEPS",2010,MARINE AND COASTAL FISHERIES,Include,,Modèle marin + gestion explicite
10.3389/fmars.2022.829424,COMPARATIVE FOOD WEB ANALYSIS OF TWO PERUVIAN BAY SYSTEMS ALONG A LATITUDINAL GRADIENT: RESOURCE USE AND THE ENVIRONMENTAL ENVELOPE,2022,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1080/00288330.2016.1245200,IMPACTS OF A BIVALVE MASS MORTALITY EVENT ON AN ESTUARINE FOOD WEB AND BIVALVE GRAZING PRESSURE,2017,NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,Include,,Modèle marin + gestion explicite
10.1016/j.ecolecon.2022.107418,INCORPORATING ECONOMICS INTO FISHERY POLICIES: DEVELOPING INTEGRATED ECOLOGICAL-ECONOMICS HARVEST CONTROL RULES,2022,ECOLOGICAL ECONOMICS,Include,,Modèle marin + gestion explicite
10.1002/pan3.10736,MICRONUTRIENT LEVELS OF GLOBAL TROPICAL REEF FISH COMMUNITIES DIFFER FROM FISHERIES CAPTURE,2025,PEOPLE AND NATURE,Include,,Modèle marin + gestion explicite
10.1016/j.dsr2.2017.03.016,HABITAT MODELLING PREDICTIONS HIGHLIGHT SEASONAL RELEVANCE OF MARINE PROTECTED AREAS FOR MARINE MEGAFAUNA,2017,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1080/13657305.2013.747226,"BIOECONOMIC MODELING OF SHRIMP AQUACULTURE STRATEGIES FOR THE MAHAKAM DELTA, INDONESIA",2013,AQUACULTURE ECONOMICS & MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1007/s00027-021-00820-9,"MODELING THE CLIMATE CHANGE IMPACT ON THE HABITAT SUITABILITY AND POTENTIAL DISTRIBUTION OF AN ECONOMICALLY IMPORTANT HILL STREAM FISH, NEOLISSOCHILUS HEXAGONOLEPIS, IN THE GANGES-BRAHMAPUTRA BASIN OF EASTERN HIMALAYAS",2021,AQUATIC SCIENCES,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1029/2023EF004398,THE PAST AND FUTURE OF THE FISHERIES AND MARINE ECOSYSTEM MODEL INTERCOMPARISON PROJECT,2024,EARTHS FUTURE,Include,,Modèle marin + gestion explicite
10.1016/j.seares.2023.102460,IMPROVING PREDICTION FOR POTENTIAL SPAWNING AREAS FROM A TWO-STEP PERSPECTIVE: A COMPARISON OF MULTI-MODEL APPROACHES FOR SPARSE EGG DISTRIBUTION,2024,JOURNAL OF SEA RESEARCH,Include,,Modèle marin + gestion explicite
10.1021/acs.est.4c13066,ECOSYSTEM-SCALE BIODIVERSITY IN FISHERIES LIFE CYCLE IMPACT ASSESSMENT,2025,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2025.111394,STRANDING DATA CAN SIGNIFICANTLY BIAS MARINE MAMMAL HABITAT SUITABILITY MODELS,2026,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1038/s41598-024-71029-7,POTENTIAL NEGATIVE IMPACTS OF CLIMATE CHANGE OUTWEIGH OPPORTUNITIES FOR THE COLOMBIAN PACIFIC OCEAN SHRIMP FISHERY,2024,SCIENTIFIC REPORTS,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2017.01.002,A SEQUENTIAL APPROACH TO CALIBRATE ECOSYSTEM MODELS WITH MULTIPLE TIME SERIES DATA,2017,PROGRESS IN OCEANOGRAPHY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.ecolmodel.2016.05.015,MODELLING THE COMMUNITY SIZE-SPECTRUM: RECENT DEVELOPMENTS AND NEW DIRECTIONS,2016,ECOLOGICAL MODELLING,Review/synthesis,,Revue de littérature
10.1139/F10-046,DIVERSITY AND COMPLEXITY OF ANGLER BEHAVIOUR DRIVE SOCIALLY OPTIMAL INPUT AND OUTPUT REGULATIONS IN A BIOECONOMIC RECREATIONAL-FISHERIES MODEL,2010,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,Include,,Modèle marin + gestion explicite
10.4194/TRJFAS19107,HOTSPOT HABITAT MODELING OF SKIPJACK TUNA (KATSUWONUS PELAMIS) IN THE INDIAN OCEAN BY USING MULTISATELLITE REMOTE SENSING,2022,TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,Include,,Modèle marin + gestion explicite
10.1007/s11355-016-0320-8,PREDICTING INVASION RISK OF RACCOON PROCYON LOTOR IN IRAN USING ENVIRONMENTAL NICHE MODELS,2017,LANDSCAPE AND ECOLOGICAL ENGINEERING,Include,,Modèle marin + gestion explicite
10.1098/rstb.2023.0181,ASSESSING IMPACTS OF BYCATCH POLICIES AND FISHERS' HETEROGENEOUS INFORMATION ON FOOD WEBS AND FISHERY SUSTAINABILITY,2024,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,Include,,Modèle marin + gestion explicite
10.1016/j.dsr2.2011.05.018,PARAMETER OPTIMISATION OF A MARINE ECOSYSTEM MODEL AT TWO CONTRASTING STATIONS IN THE SUB-ANTARCTIC ZONE,2011,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,Include,,Modèle marin — inclus par règle du doute
10.1016/j.biocon.2025.111047,"GLOBAL DISTRIBUTION, THREATS AND POPULATION TRENDS OF THE CRITICALLY ENDANGERED BALEARIC SHEARWATER PUFFINUS MAURETANICUS",2025,BIOLOGICAL CONSERVATION,Include,,Modèle marin + gestion explicite
10.1016/j.ecolind.2019.105796,"TROPHIC ROLE OF THE HUMPBACK WHALE (MEGAPTERA NOVAEANGLIAE) IN THE FEEDING AREA OF MAGELLAN STRAIT, CHILE",2020,ECOLOGICAL INDICATORS,Include,,Modèle marin + gestion explicite
10.1038/s41598-023-32886-w,DATA INTEGRATION REVEALS DYNAMIC AND SYSTEMATIC PATTERNS OF BREEDING HABITAT USE BY A THREATENED SHOREBIRD,2023,SCIENTIFIC REPORTS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1002/mcf2.10170,THE CHANGE CHARACTERISTICS OF POTENTIAL HABITAT AND FISHING SEASON FOR NEON FLYING SQUID IN THE NORTHWEST PACIFIC OCEAN UNDER FUTURE CLIMATE CHANGE SCENARIOS,2021,MARINE AND COASTAL FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.gecco.2025.e03697,"PREDICTED HABITAT AND AREA OF ECOLOGICAL SIGNIFICANCE CHANGES FOR TOP PREDATORS IN THE PRYDZ BAY, EAST ANTARCTICA, UNDER FUTURE CLIMATE CHANGES",2025,GLOBAL ECOLOGY AND CONSERVATION,Include,,Modèle marin + gestion explicite
10.1016/j.rser.2024.114894,ADDRESSING OFFSHORE WIND FARMS COMPATIBILITIES AND CONFLICTS WITH MARINE CONSERVATION THROUGH THE APPLICATION OF MODELLED BENCHMARKING SCENARIOS,2025,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,Include,,Modèle marin + gestion explicite
10.3389/fmars.2021.619541,USING GAMING TECHNOLOGY TO EXPLORE AND VISUALIZE MANAGEMENT IMPACTS ON MARINE ECOSYSTEMS,2021,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1111/faf.12817,AN EFFICIENT TOOL TO FIND MULTISPECIES MSY FOR INTERACTING FISH STOCKS,2024,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.jhydrol.2023.130132,ANALYSIS OF THE SUITABLE ECOLOGICAL FLOW OF BENTHIC ANIMALS IN THE LOWER REACHES OF XIANGJIABA RESERVOIR IN THE UPPER REACHES OF THE YANGTZE RIVER BASED ON THE PHYSICAL HABITAT MODEL,2023,JOURNAL OF HYDROLOGY,Include,,Modèle marin + gestion explicite
10.1007/s10750-013-1742-z,RAPID ESTIMATION OF POTENTIAL YIELD FOR DATA-POOR TAPES PHILIPPINARUM FISHERIES IN NORTH ADRIATIC COASTAL LAGOONS,2014,HYDROBIOLOGIA,Include,,Modèle marin — inclus par règle du doute
10.1038/s43247-021-00207-6,SKILFUL PREDICTION OF COD STOCKS IN THE NORTH AND BARENTS SEA A DECADE IN ADVANCE,2021,COMMUNICATIONS EARTH & ENVIRONMENT,Include,,Modèle marin + gestion explicite
10.1111/ddi.13828,SEASONAL DISTRIBUTION PATTERNS AND CONSERVATION GAPS OF BLUE SHARKS IN THE INDO-WESTERN PACIFIC OCEAN,2024,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2015.09.028,TOWARDS AN ECOSYSTEM-BASED APPROACH OF GUAM'S CORAL REEFS: THE HUMAN DIMENSION,2016,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1016/j.gecco.2021.e01944,PROJECTING THE REMAINING HABITAT FOR THE WESTERN SPADEFOOT (SPEA HAMMONDII) IN HEAVILY URBANIZED SOUTHERN CALIFORNIA,2022,GLOBAL ECOLOGY AND CONSERVATION,Include,,Modèle marin + gestion explicite
10.1016/j.envsoft.2015.09.013,BIO-ECONOMIC MODELLING FOR MARINE SPATIAL PLANNING APPLICATION IN NORTH SEA SHRIMP AND FLATFISH FISHERIES,2015,ENVIRONMENTAL MODELLING & SOFTWARE,Include,,Modèle marin + gestion explicite
10.3354/meps12640,IMPROVING THE SPATIAL ALLOCATION OF MARINE MAMMAL AND SEA TURTLE BIOMASSES IN SPATIALLY EXPLICIT ECOSYSTEM MODELS,2018,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1111/j.1365-2664.2010.01892.x,ECOLOGICAL COHERENCE OF MARINE PROTECTED AREA NETWORKS: A SPATIAL ASSESSMENT USING SPECIES DISTRIBUTION MODELS,2011,JOURNAL OF APPLIED ECOLOGY,Review/synthesis,,Revue de littérature
10.3989/scimar.2011.75n4779,"MODELLING THE SEQUENTIAL GEOGRAPHICAL EXPLOITATION AND POTENTIAL COLLAPSE OF MARINE FISHERIES THROUGH ECONOMIC GLOBALIZATION, CLIMATE CHANGE AND MANAGEMENT ALTERNATIVES",2011,SCIENTIA MARINA,Include,,Modèle marin + gestion explicite
10.1016/j.ecss.2018.11.010,SUBSTRATE LIMITATION OF A HABITAT-FORMING GENUS FUCUS UNDER DIFFERENT WATER CLARITY SCENARIOS IN THE NORTHERN BALTIC SEA,2019,ESTUARINE COASTAL AND SHELF SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2010.12.025,THE IMPORTANCE OF INCLUDING PREDATION IN FISH POPULATION MODELS: IMPLICATIONS FOR BIOLOGICAL REFERENCE POINTS,2011,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1002/2015GL064546,EFFECTS OF INITIAL CONDITIONS UNCERTAINTY ON REGIONAL CLIMATE VARIABILITY: AN ANALYSIS USING A LOW-RESOLUTION CESM ENSEMBLE,2015,GEOPHYSICAL RESEARCH LETTERS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.ecolmodel.2011.11.003,MODELLING COMMERCIAL FISH DISTRIBUTIONS: PREDICTION AND ASSESSMENT USING DIFFERENT APPROACHES,2012,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1111/faf.12671,EXPLORING THE ROLE OF NORTHEAST ATLANTIC COD IN THE BARENTS SEA FOOD WEB USING A MULTI-MODEL APPROACH,2022,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2025.107345,"GLOBAL SENSITIVITY AND UNCERTAINTY ANALYSES OF AN ECOSYSTEM MODEL FOR SIMULATING FOOD WEB DYNAMICS IN THE COOPERATION SEA, SOUTHERN OCEAN",2025,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.3391/ai.2012.7.3.009,"MAPPING THE POTENTIAL DISTRIBUTION OF THE INVASIVE RED SHINER, CYPRINELLA LUTRENSIS (TELEOSTEI: CYPRINIDAE) ACROSS WATERWAYS OF THE CONTERMINOUS UNITED STATES",2012,AQUATIC INVASIONS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3389/fevo.2021.635857,PARTICIPATORY QUALITATIVE MODELING TO ASSESS THE SUSTAINABILITY OF A COASTAL SOCIO-ECOLOGICAL SYSTEM,2021,FRONTIERS IN ECOLOGY AND EVOLUTION,Include,,Modèle marin + gestion explicite
10.1111/gcb.14512,TWENTY-FIRST-CENTURY CLIMATE CHANGE IMPACTS ON MARINE ANIMAL BIOMASS AND ECOSYSTEM STRUCTURE ACROSS OCEAN BASINS,2019,GLOBAL CHANGE BIOLOGY,Include,,Modèle marin + gestion explicite
10.1007/s10640-020-00472-7,"OPTIMAL SITING, SIZING, AND ENFORCEMENT OF MARINE PROTECTED AREAS",2020,ENVIRONMENTAL & RESOURCE ECONOMICS,Include,,Modèle marin + gestion explicite
10.3354/meps13135,SHINING A LIGHT ON THE COMPOSITION AND DISTRIBUTION PATTERNS OF MESOPHOTIC AND SUBPHOTIC FISH COMMUNITIES IN HAWAI'I,2019,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1111/fog.12122,MODELLING THE OCEANIC HABITATS OF TWO PELAGIC SPECIES USING RECREATIONAL FISHERIES DATA,2015,FISHERIES OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.5194/bg-10-1169-2013,REDUCING THE MODEL-DATA MISFIT IN A MARINE ECOSYSTEM MODEL USING PERIODIC PARAMETERS AND LINEAR QUADRATIC OPTIMAL CONTROL,2013,BIOGEOSCIENCES,Include,,Modèle marin — inclus par règle du doute
10.1016/j.jtbi.2015.11.005,EXPLORING THE EFFECT OF THE SPATIAL SCALE OF FISHERY MANAGEMENT,2016,JOURNAL OF THEORETICAL BIOLOGY,Include,,Modèle marin + gestion explicite
10.1139/AS-2020-0040,EVALUATION OF THE BEAUFORT SEA SHELF STRUCTURE AND FUNCTION IN SUPPORT OF THE TARIUM NIRYUTAIT MARINE PROTECTED AREA,2022,ARCTIC SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.ocecoaman.2013.10.018,QUANTITATIVE MAPPING OF FISH HABITAT: A USEFUL TOOL TO DESIGN SPATIALISED MANAGEMENT MEASURES AND MARINE PROTECTED AREA WITH FISHERY OBJECTIVES,2014,OCEAN & COASTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1007/s10750-011-0957-0,A COMMUNITY-BASED FRAMEWORK FOR AQUATIC ECOSYSTEM MODELS,2012,HYDROBIOLOGIA,Exclude,Terrestrial/Freshwater,Modèle sans système marin
