title,abstract,doi,label
The Mediterranean Sea As A 'cul-de-sac' For Endemic Fishes Facing Climate Change,"THE MEDITERRANEAN SEA IS A HOTSPOT OF BIODIVERSITY, AND CLIMATE WARMING IS EXPECTED TO HAVE A SIGNIFICANT INFLUENCE ON ITS ENDEMIC FISH SPECIES. HOWEVER, NO PREVIOUS STUDIES HAVE PREDICTED WHETHER FISH SPECIES WILL EXPERIENCE GEOGRAPHIC RANGE EXTENSIONS OR CONTRACTIONS AS A CONSEQUENCE OF WARMING. HERE, WE PROJECTED THE POTENTIAL FUTURE CLIMATIC NICHES OF 75 MEDITERRANEAN SEA ENDEMIC FISH SPECIES BASED ON A GLOBAL WARMING SCENARIO IMPLEMENTED WITH THE MEDITERRANEAN MODEL OPAMED8 AND A MULTIMODEL INFERENCE, WHICH INCLUDED UNCERTAINTY. BY 2070-2099, THE AVERAGE SURFACE TEMPERATURE OF THE MEDITERRANEAN SEA WAS PROJECTED TO WARM BY 3.1 DEGREES C. PROJECTIONS FOR 2041-2060 ARE THAT 25 SPECIES WOULD QUALIFY FOR THE INTERNATIONAL UNION FOR THE CONSERVATION OF NATURE AND NATURAL RESOURCES (IUCN) RED LIST, AND SIX SPECIES WOULD BECOME EXTINCT. BY 2070-2099, 45 SPECIES WERE EXPECTED TO QUALIFY FOR THE IUCN RED LIST WHEREAS 14 WERE EXPECTED TO BECOME EXTINCT. BY THE MIDDLE OF THE 21ST CENTURY, THE COLDEST AREAS OF THE MEDITERRANEAN SEA (ADRIATIC SEA AND GULF OF LION) WOULD ACT AS A REFUGE FOR COLD-WATER SPECIES, BUT BY THE END OF THE CENTURY, THOSE AREAS WERE PROJECTED TO BECOME A 'CUL-DE-SAC' THAT WOULD DRIVE THOSE SPECIES TOWARDS EXTINCTION. IN ADDITION, THE RANGE SIZE OF ENDEMIC SPECIES WAS PROJECTED TO UNDERGO EXTENSIVE FRAGMENTATION, WHICH IS A POTENTIALLY AGGRAVATING FACTOR. SINCE A MAJORITY OF ENDEMIC FISHES ARE SPECIALISTS, REGARDING SUBSTRATUM AND DIET, WE MAY EXPECT A REDUCED ABILITY TO TRACK PROJECTED CLIMATIC NICHES. AS A WHOLE, 25% OF THE MEDITERRANEAN SEA CONTINENTAL SHELF WAS PREDICTED TO EXPERIENCE A TOTAL MODIFICATION OF ENDEMIC SPECIES ASSEMBLAGES BY THE END OF THE 21ST CENTURY. THIS EXPECTED TURNOVER RATE COULD BE MITIGATED BY MARINE PROTECTED AREAS OR ACCELERATED BY FISHING PRESSURE OR COMPETITION FROM EXOTIC FISHES. IT REMAINS A CHALLENGE TO PREDICT HOW THESE ASSEMBLAGE MODIFICATIONS MIGHT AFFECT ECOSYSTEM FUNCTION.",10.1111/j.1365-2486.2010.02224.x,1.0
Using Coupled Hydrodynamic Biogeochemical Models To Predict The Effects Of Tidal Turbine Arrays On Phytoplankton Dynamics,"THE EFFECTS OF LARGE SCALE TIDAL ENERGY DEVICE (TED) ARRAYS ON PHYTOPLANKTON PROCESSES OWING TO THE CHANGES IN HYDRODYNAMIC FLOWS ARE UNKNOWN. COUPLED TWO-DIMENSIONAL BIOGEOCHEMICAL AND HYDRODYNAMIC MODELS OFFER THE OPPORTUNITY TO PREDICT POTENTIAL EFFECTS OF LARGE SCALE TED ARRAYS ON THE LOCAL AND REGIONAL PHYTOPLANKTON DYNAMICS IN COASTAL AND INSHORE ENVIRONMENTS. USING MIKE 21 SOFTWARE BY DHI (HTTPS://WWW.DHIGROUP.COM), COUPLED TWO-DIMENSIONAL BIOGEOCHEMICAL AND HYDRODYNAMIC MODELS WERE DEVELOPED WITH SIMULATIONS INCLUDING NO TURBINES OR AN ARRAY OF 55 TURBINES WITH FOUR SOLAR RADIATION SCENARIOS TO ASSESS THE TEMPORAL AND SPATIAL CHANGES OF PHYTOPLANKTON DYNAMICS IN AN IDEALISED DOMAIN. RESULTS SUGGEST THAT THE EFFECT OF TEDS ON PHYTOPLANKTON DYNAMICS ACCOUNTED FOR UP TO 25% OF THE VARIABILITY IN PHYTOPLANKTON CONCENTRATIONS, MOST LIKELY ASSOCIATED WITH AN INCREASED RESIDENCE TIME IN AN INSHORE BASIN. HOWEVER, NATURAL VARIATION, SUCH AS THE INTENSITY OF PHOTOSYNTHETICALLY ACTIVE RADIATION, HAD A LARGER EFFECT ON PHYTOPLANKTON DYNAMICS THAN AN ARRAY OF TEDS.",10.3390/jmse6020058,1.0
"Spatialized Ecological Network Analysis For Ecosystem-based Management: Effects Of Climate Change, Marine Renewable Energy, And Fishing On Ecosystem Functioning In The Bay Of Seine","INTEGRATIVE AND SPATIALIZED TOOLS FOR STUDYING THE EFFECTS OF A WIDE VARIETY OF ECOSYSTEM DRIVERS ARE NEEDED TO IMPLEMENT ECOSYSTEM-BASED MANAGEMENT AND MARINE SPATIAL PLANNING. WE DEVELOPED A TOOL FOR ANALYZING THE DIRECT AND INDIRECT EFFECTS OF ANTHROPIC ACTIVITIES ON THE STRUCTURE AND FUNCTIONING OF COASTAL AND MARINE ECOSYSTEMS. USING INNOVATIVE MODELLING TECHNIQUES, WE RAN A SPATIALLY EXPLICIT MODEL TO CARRY OUT AN ECOLOGICAL NETWORK ANALYSIS (ENA) OF THE EFFECTS OF CLIMATE CHANGE (CC), OF AN OFFSHORE WIND FARM (OWF) AND OF MULTIPLE FISHING SCENARIOS ON THE BAY OF SEINE (EASTERN PART OF THE ENGLISH CHANNEL) ECOSYSTEM. ENA INDICES DESCRIBED THE EFFECTS OF THOSE DIFFERENT DRIVERS IN A HOLISTIC AND SPATIAL WAY. THE SPATIAL ANALYSIS OF ECOSYSTEM PROPERTIES REVEALED LOCAL AND GLOBAL PATTERNS OF MODIFICATIONS ATTRIBUTED TO CC, WHILE THE OWF RESULTED IN LOCALIZED CHANGES IN THE ECOSYSTEM. THIS ABILITY OF ENA INDICATORS TO DETECT HUMAN-INDUCED CHANGES IN ECOSYSTEM FUNCTIONING AT VARIOUS SPATIAL SCALES ALLOWS FOR A MORE INTEGRATIVE VIEW OF THE EFFECTS OF HUMAN ACTIVITIES ON ECOSYSTEMS. ENA INDICES COULD BE USED TO LINK BOTH LOCAL AND GLOBAL ECOSYSTEM CHANGES, FOR A MORE CROSS-SCALE APPROACH TO ECOSYSTEM MANAGEMENT.",10.1093/icesjms/fsac026,1.0
Species Distribution Models Estimate Time-varying Juvenile Salmon Distributions In The North-and Southeastern Bering Sea,"THIS STUDY COMPARES ALTERNATIVE IMPLEMENTATIONS OF SPECIES DISTRIBUTION MODELS (SDMS) FOR QUANTIFYING STATIC AND DYNAMIC PATTERNS IN MARINE HABITAT USE, WITH A CASE STUDY FOCUSING ON JUVENILE SALMON IN THE EASTERN BERING SEA. WE COMPARE THE PERFORMANCE OF TWO PREVALENT SDM FRAMEWORKS--GENERALIZED ADDITIVE MODELS (GAMS) AND VECTOR AUTOREGRESSIVE SPATIO-TEMPORAL (VAST) MODELS--IN PREDICTING JUVENILE SALMON DISTRIBUTIONS AND ASSESSING INTERANNUAL VARIATION IN HABITAT UTILIZATION. THE TWO SDM FRAMEWORKS PRODUCED SIMILAR SPATIAL PREDICTIONS BUT PERFORMED DIFFERENTLY IN TESTS OF WITHIN-SAMPLE AND OUT-OF-SAMPLE PREDICTIVE POWER. OUR FINDINGS INDICATE THAT VAST MODELS MAY PROVIDE MORE PRECISE ESTIMATES OF DISTRIBUTION COMPARED TO GAMS. MAPS OF PREDICTED JUVENILE SALMON DISTRIBUTIONS SHOWED HIGHEST SALMON DENSITIES IN HABITATS WITHIN THE 50 M ISOBATH OF THE CONTINENTAL SHELF, UNDERSCORING THE IMPORTANCE OF THESE COASTAL AREAS, ALTHOUGH AMONG-SPECIES DIFFERENCES WERE EVIDENT. MODEL PERFORMANCE RESULTS SUGGESTED EVIDENCE FOR SPATIAL VARIATION IN JUVENILE SALMON SPECIES' DISTRIBUTIONS THROUGH TIME. OUR FINDINGS SUGGEST THAT AN SDM APPROACH CAN BE EFFECTIVE FOR ESTIMATING STATIC AND DYNAMIC JUVENILE SALMON DISTRIBUTIONS, AND FOR PROVIDING INSIGHTS THAT ARE USEFUL IN SPATIAL FISHERIES MANAGEMENT CONTEXTS.",10.1139/cjfas-2024-0137,1.0
How Will Fisheries Management Measures Contribute Towards The Attainment Of Good Environmental Status For The North Sea Ecosystem?,"EUROPEAN FISHERIES MANAGEMENT HAVE ADOPTED MAXIMUM SUSTAINABLE YIELD (MSY) TARGETS FOR FISHING MORTALITY ON COMMERCIAL SPECIES TO MAXIMISE THE PROVISION OF FOOD. EU MEMBER STATES ARE ALSO COMMITTED TO REACH GOOD ENVIRONMENTAL STATUS BY 2020 THROUGH THE MARINE STRATEGY FRAMEWORK DIRECTIVE WHICH AIMS TO PROTECT ALL ECOSYSTEM SERVICES. SO, HOW WILL FISHERIES MANAGEMENT MEASURES CONTRIBUTE TO ECOSYSTEM FUNCTIONING AND THE ATTAINMENT OF ENVIRONMENTAL OBJECTIVES AS MEASURED BY IMPROVEMENTS IN INDICATORS OF BIODIVERSITY AND FOOD WEBS? WE MODEL ECOSYSTEM EFFECTS OF FISHING IN THE NORTH SEA USING FOOD WEB MODEL PROJECTIONS INCORPORATING FISHING EFFORT STRATEGIES CONSISTENT WITH MSY TARGETS. CORRELATIONS BETWEEN MODELLED INDICATORS AND SURVEY DATA WERE SIGNIFICANT (P <= 0.02). REDUCED FISHING EFFORT LED TO INCREASES IN SIZE-BASED INDICATORS AND BIOMASSES OF BENTHIVORES, PLANKTIVORES AND PISCIVORES. HOWEVER, PREDATION BY PISCIVORES DEPRESSED BENTHO-PISCIVORE BIOMASS. CLIMATE WARMING MAY ALSO DECREASE BIOMASSES OF BENTHO-PISCIVORES AND PISCIVORES, WHILE PLANKTIVORES, BENTHIVORES AND STATE INDICATORS OF SIZE AND TROPHIC LEVEL MAY INCREASE. FISHERIES MANAGEMENT MEASURES WILL BENEFIT THE BIODIVERSITY OF THE FISH COMMUNITY IN TERMS OF SIZE STRUCTURE, BUT NOT NECESSARILY THE FOOD WEB SINCE DECREASES IN RELATIVE BIOMASS OF SOME TROPHIC GUILDS ARE EXPECTED. CROWN COPYRIGHT (C) 2015 PUBLISHED BY ELSEVIER B.V.",10.1016/j.gecco.2015.06.005,1.0
Ecosystem Models of Fishing Effects: Present Status and a Suggested Future Paradigm,"Quantitative modeling methods applied to anthropomorphic effects of harvesting oil aquatic ecosystems have become increasingly utilized tools in the management of fisheries. however, to date traditional modeling approaches have not been found to be very useful as ""surrogate experimental systems"" in applied ecology, such as fishing effects oil entire ecosystems. a review is made of several dynamic ecosystem models, and an effort is made to assess their utility to fisheries management. both theoretical and simulation models, as well as individual-based models are shown to be of limited utility for various reasons. a new paradigm based on the premise that dynamic behavior of models, which includes fishing effects oil the entire aquatic ecosystem, emerges from low-level interactions of independent agents. this concept is illustrated with simple artificial life models of fish schooling and predator-prey relations. these models describe each individual fish, including its interaction with others and the environment. there is no overall controlling program. thus, the overall behavior of the school and predator-prey relations emerge from local interactions among many individuals. a brief description of the premise on which artificial life is based is included. examples of other artificial life models at ecological scales are provided and some specifics on artificial life models in a fisheries context are suggested.",10.1007/978-1-4020-9210-7_14,1.0
a Model of Fe Speciation and Biogeochemistry at the Tropical Eastern North Atlantic Time-Series Observatory Site,"A one-dimensional model of fe speciation and biogeochemistry, coupled with the general ocean turbulence model (gotm) and a npzd-type ecosystem model, is applied for the tropical eastern north atlantic time-series observatory (tenatso) site. among diverse processes affecting fe speciation, this study is focusing on investigating the role of dust particles in removing dissolved iron (dfe) by a more complex description of particle aggregation and sinking, and explaining the abundance of organic fe-binding ligands by modelling their origin and fate. the vertical distribution of different particle classes in the model shows high sensitivity to changing aggregation rates. using the aggregation rates from the sensitivity study in this work, modelled particle fluxes are close to observations, with dust particles dominating near the surface and aggregates deeper in the water column. poc export at 1000 m is a little higher than regional sediment trap measurements, suggesting further improvement of modelling particle aggregation, sinking or remineralisation. modelled strong ligands have a high abundance near the surface and decline rapidly below the deep chlorophyll maximum, showing qualitative similarity to observations. without production of strong ligands, phytoplankton concentration falls to 0 within the first 2 years in the model integration, caused by strong fe-limitation. a nudging of total weak ligands towards a constant value is required for reproducing the observed nutrient-like profiles, assuming a decay time of 7 years for weak ligands. this indicates that weak ligands have a longer decay time and therefore cannot be modelled adequately in a one-dimensional model. the modelled dfe profile is strongly influenced by particle concentration and vertical distribution, because the most important removal of dfe in deeper waters is colloid formation and aggregation. redissolution of particulate iron is required to reproduce an observed dfe profile at tenatso site. assuming colloidal iron is mainly composed of inorganic colloids, the modelled colloidal to soluble iron ratio is lower that observations, indicating the importance of organic colloids.",10.5194/bg-6-2041-2009,0.0
Inference Reasoning on Fishers' Knowledge using Bayesian Causal Maps,"Scientists and managers are not the only holders of knowledge regarding environmental issues: other stakeholders such as farmers or fishers do have empirical and relevant knowledge. thus, new approaches for knowledge representation in the case of multiple knowledge sources, but still enabling reasoning, are needed. cognitive maps and bayesian networks constitute some useful formalisms to address knowledge representations. cognitive maps are powerful graphical models for knowledge gathering or displaying. if they offer an easy means to express individual judgments, drawing inferences in cognitive maps remains a difficult task. bayesian networks are widely used for decision making processes that face uncertain information or diagnosis. but they are difficult to elicitate. to take advantage of each formalism and to overcome their drawbacks, bayesian causal maps have been developed. in this approach, cognitive maps are used to build the network and obtain conditional probability tables. we propose here a complete framework applied on a real problem. from the different views of a group of shellfish dredgers about their activity, we derive a derision facilitating tool, enabling scenarios testing for fisheries management. (c) 2015 elsevier b.v. all rights reserved.",10.1016/j.ecoinf.2015.09.006,1.0
Modelling Acacia Saligna Invasion in a Large Mediterranean Island using Pab Factors: a Tool for Implementing the European Legislation on Invasive Species,"The present study aimed to investigate the role of propagule pressure (p), abiotic (a), and biotic (b) factors (collectively indicated as pab) on the suitability of the mediterranean island of sardinia (italy) to be invaded by the tree acacia saligna, recently included in the list of invasive alien species of european union concern. to this aim, a binomial generalized linear model was applied for disentangling the relationship between 432 a. saligna occurrence records and 10 thematic layers, at high-resolution (10 x10 m), used as proxies for the 3 categories of pab variables. the 432 occurrence records of a. saligna were periodically monitored (period 20002018) to check the persistence of the populations and their invasive status. the predictive power of the model was evaluated by computing the mean of the auc scores, through cross-fold validation. the model adequately described how the pab factors influence the presence of a. saligna which is mainly shaped by abiotic factors such as topography, and biotic factors such as the presence of woody dune vegetation, and to a lesser extent by other predictors. the projection of the model to the whole island clearly shows that suitability varies at the landscape level due to the variation of the pab across the territory. the probability of a. saligna occurrence near the coast is higher in sand dunes. in the internal areas of the island it occurs close to the roads and urban areas. this study and the tested methodology could represent a suitable tool to prioritize areas for the monitoring of a. saligna to meet the requirements of the regulation (eu) no. 1143/2014 on invasive alien species (the ias regulation).",10.1016/j.ecolind.2020.106516,0.0
"Predicting Estuarine Faunal Assemblages using Enduring Environmental Surrogates, with Applications in Systematic Conservation Planning","Conservation planning in estuaries has lagged behind that in terrestrial and marine areas, despite these valuable ecosystems being among the most degraded. the core of any such approach is a reliable habitat classification and inventory of target biota. these data, and particularly the latter, are often lacking at the local-regional scales most relevant to estuarine management. this study presents a quantitative approach for predicting the likely fish and benthic invertebrate assemblages at any unsampled estuarine site using readily-obtainable and enduring biophysical attributes. we apply this scheme to an urbanised estuary and predict the above faunas throughout its entire nearshore zone. these data are then used to systematically design an exploratory spatially-efficient reserve that meets representation targets for numerous faunal conservation features, and test the ability of an existing, unsystematically-derived marine park to do the same. spatial patterns in the enduring biophysical attributes of local-scale habitats provided good to excellent surrogates for those in the fish and invertebrate faunas. all unsampled sites were then successfully assigned to their respective habitat and correlated fauna using biophysical measurements and a predictive decision tree. the resultant spatially-continuous 'faunal map' enabled quantification of 67 conservation features, from which reserves aimed at representing 10-30% of each feature were systematically derived. all reserves were highly efficient and almost always met representation targets, contrasting with the existing marine park which underrepresented 40-80% of features. reserve designs were, however, spread throughout the system, highlighting the complexities in designing representative reserves for estuarine environments that capture their spatiotemporal diversity.",10.1016/j.ocecoaman.2018.08.007,1.0
Scenario Testing of Fisheries Management Strategies using a High Resolution Ersem-Pom Ecosystem Model,"Ecosystem models are just beginning to be considered as management tools. in terms of fishery impacts, dynamic ecosystem models provide an opportunity to make advances because they can both evaluate the state of the system and make predictions about the ecosystem under various fishing scenarios. in the framework of the cost impact project, a complex high-resolution (500 x 500 m grid) ecosystem model was implemented in iraklion bay, crete. several management scenarios were simulated to investigate the impacts of trawling on this particular ecosystem (reductions in fishing area, effort, and mortality). introducing trawling impacts into the model led to increases in pelagic production. all scenarios also resulted in net increases in pelagic production, the level of which, and the degree of spatial variability, was dependent on the particular scenario. changes in pelagic variables were often noted in areas well away from trawled areas. it was also clear that for pelagic variables and processes, depth of trawling is more important than reduction in trawling area, i.e. a scenario banning fishing in waters shallower than 100 m seems to lead to less change in the pelagic system than a scenario that reduces direct mortality to the benthos.",10.1093/icesjms/fsm161,1.0
"Bioeconomic Modeling and Fisheries Management - Clark,cw",,10.2307/1391581,0.0
Assessing and Managing the Threat Posed by Epipremnum Aureum in South Africa,"The predictive success of risk assessments is still largely a function of invasiveness elsewhere. therefore, species that are invasive elsewhere should be prioritised for management, and where possible eradicated. we set out to investigate the threat posed by the alien climber epipremnum aureum ( araceae) and assess techniques for controlling the spread of the species in south africa. epipremnum aureum is highly invasive in hawaii and sri lanka, and has recently been considered as a potential invader in south africa. however, no study has examined the invasion dynamics of the species. we mapped the species' current distribution in south africa, modelled its potential distribution globally, and explored control methods. we only recorded the species in the kwazulu-natal province of south africa, comprising 78 naturalized populations and 321 cultivated populations. delimitation surveys of the naturalized populations revealed similar to 187,000 plants over similar to 3 ha. several of these populations comprised plants as tall as the trees they were growing on, and were often found flourishing in dump sites, along roadsides or as a result of escaping cultivation. species distribution models showed that e. aureum has a high probability of expanding its current range primarily along the coastal regions of south africa and into neighbouring countries on africa's eastern seaboard. due to the invasion threat of the species, we recommend that all plants outside cultivation be removed. to achieve this, we found that applying herbicides to freshly cut stems significantly reduced plant growth. given the species' limited dispersal ability and effective chemical control methods, we propose that e. aureum should be listed as category 3 under nem: ba a&is regulations, i.e. naturalized populations need to be managed, it cannot be propagated or sold in future, but current garden plantings may remain. (c) 2016 saab. published by elsevier b.v. all rights reserved.",10.1016/j.sajb.2016.12.005,0.0
Comparing the Ecological Relevance of Four Wave Exposure Models,"Wave exposure is one of the main structuring forces in the marine environment. methods that enable large scale quantification of environmental variables have become increasingly important for predicting marine communities in the context of spatial planning and coastal zone management. existing methods range from cartographic solutions to numerical hydrodynamic simulations, and differ in the scale and spatial coverage of their outputs. using a biological exposure index we compared the performance of four wave exposure models ranging from simple to more advanced techniques. all models were found to be related to the biological exposure index and their performance, measured as bootstrapped r-2 distributions, overlapped. qualitatively, there were differences in the spatial patterns indicating higher complexity with more advanced techniques. in order to create complex spatial patterns wave exposure models should include diffraction, especially in coastal areas rich in islands. the inclusion of wind strength and frequency, in addition to wind direction and bathymetry, further tended to increase the amount of explained variation. the large potential of high-resolution numerical models to explain the observed patterns of species distribution in complex coastal areas provide exciting opportunities for future research. easy access to relevant wave exposure models will aid large scale habitat classification systems and the continuously growing field of marine species distribution modelling, ultimately serving marine spatial management and planning. (c) 2014 elsevier ltd. all rights reserved.",10.1016/j.ecss.2014.01.008,0.0
Combining Mesocosms with Models Reveals Effects of Global Warming and Ocean Acidification on a Temperate Marine Ecosystem,"Ocean warming and species exploitation have already caused large-scale reorganization of biological communities across the world. accurate projections of future biodiversity change require a comprehensive understanding of how entire communities respond to global change. we combined a time-dynamic integrated food web modeling approach (ecosim) with previous data from community-level mesocosm experiments to determine the independent and combined effects of ocean warming, ocean acidification and fisheries exploitation on a well-managed temperate coastal ecosystem. the mesocosm parameters enabled important physiological and behavioral responses to climate stressors to be projected for trophic levels ranging from primary producers to top predators, including sharks. through model simulations, we show that under sustainable rates of fisheries exploitation, near-future warming or ocean acidification in isolation could benefit species biomass at higher trophic levels (e.g., mammals, birds, and demersal finfish) in their current climate ranges, with the exception of small pelagic fishes. however, under warming and acidification combined, biomass increases at higher trophic levels will be lower or absent, while in the longer term reduced productivity of prey species is unlikely to support the increased biomass at the top of the food web. we also show that increases in exploitation will suppress any positive effects of human-driven climate change, causing individual species biomass to decrease at higher trophic levels. nevertheless, total future potential biomass of some fisheries species in temperate areas might remain high, particularly under acidification, because unharvested opportunistic species will likely benefit from decreased competition and show an increase in biomass. ecological indicators of species composition such as the shannon diversity index decline under all climate change scenarios, suggesting a trade-off between biomass gain and functional diversity. by coupling parameters from multilevel mesocosm food web experiments with dynamic food web models, we were able to simulate the generative mechanisms that drive complex responses of temperate marine ecosystems to global change. this approach, which blends theory with experimental data, provides new prospects for forecasting climate-driven biodiversity change and its effects on ecosystem processes.",10.1002/eap.2977,1.0
Ecosystem Modeling in the Northeastern United States: a Comment on Sivel et Al,"Sivel et al. reviewed ecosystem models applied in the northeast us (neus). their conclusions and recommendations have significant implications for the use and adoption of ecosystem modeling in the neus, elsewhere in the usa, and around the world, especially in the context of operational management of living marine resources. sivel et al. claim that neus ecosystem modeling (1) has no standards for evaluation, (2) largely has not considered climate change, (3) has not largely considered or been used in management strategy evaluations, (4) has had modelers in the neus that mostly do not communicate with ecosystem modelers in other regions, (5) has not updated or been cognizant of ecological theory as seen in outputted indicators, and (6) has not been used to advance ecosystem-based (fisheries) management nor that any advancement of ebm is occurring. their conclusions are based on incomplete information and, as a result, are inaccurate. their recommendations are general or self-evident enough such that no one would disagree with them, but are also dated in that they miss that such recommendations have already been made (often decades earlier) and are already being adopted. i refute all of this with factual evidence that was not included in their review. because these ecosystem models are used in an operational context, the implications that these models were not adequately built, reviewed, or used undermines confidence in their application. i conclude with a few other lessons for the broader marine science community. i share the authors' goal to increase the potential move of neus, us, and global fisheries management towards ecosystem-based management frameworks, and trust that this commentary provides a more complete status of the state of neus (and broader) ecosystem modeling employed operationally for living marine resource management. i provide the comments herein not to discourage sivel et al., but rather (1) to encourage them and the entire community to consider some of the broader things that can be commonly missed in reviews like what they presented, and (2) to ensure that misleading messages that can be damaging to the ecosystem modeling enterprise are corrected.",10.1093/icesjms/fsaf210,1.0
